Entity,Year,Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh
Argentina,1989,0.10600155,0.0,0.0,13.187393
Argentina,1990,0.13302182,0.0,0.0,17.713175
Argentina,1991,0.1310081,0.0,0.0,15.869253
Argentina,1992,0.12998593,0.0,0.0,19.16509
Argentina,1993,0.09599508,0.0,0.0,23.768307
Argentina,1994,0.099004395,0.0,0.0,27.286676
Argentina,1995,0.119016126,0.0,0.0,26.503681
Argentina,1996,0.22302064,0.0,0.009618,22.471685
Argentina,1997,0.17875852,0.0,0.014592,27.924665
Argentina,1998,0.20689325,1.7e-05,0.032541,26.475504
Argentina,1999,0.26199996,2.6e-05,0.034781,21.396791
Argentina,2000,0.3860283,3.6e-05,0.034758,28.575241
Argentina,2001,0.36299825,4.3e-05,0.049361,36.580173
Argentina,2002,0.5299802,4.7e-05,0.073405,35.778835
Argentina,2003,0.88059855,6.5e-05,0.077954,33.800575
Argentina,2004,0.86751235,7e-05,0.072446,30.462402
Argentina,2005,0.9164998,8.1e-05,0.07171966,34.216137
Argentina,2006,1.046309,9e-05,0.06964,38.015213
Argentina,2007,1.0708514,0.0001089,0.061593,31.22015
Argentina,2008,1.2059801,0.0001437,0.04195108,31.199696
Argentina,2009,1.1889358,7.6084e-05,0.036831528,34.618187
Argentina,2010,1.4423598,8.589e-05,0.025351606,33.35991
Argentina,2011,1.4191314,0.001614,0.02659055,31.18693
Argentina,2012,1.484553,0.008172967,0.369862,29.1644
Argentina,2013,1.6066635,0.015074079,0.45335487,32.771378
Argentina,2014,1.482859,0.015944,0.619491,32.416695
Argentina,2015,1.517351,0.014683,0.593335,32.33747
Argentina,2016,1.1388094,0.014273,0.547359,29.752789
Argentina,2017,1.3890371,0.016417,0.611567,31.594284
Argentina,2018,1.5898329,0.10813,1.412743,32.278667
Argentina,2019,1.6499021,0.79969794,4.9959664,27.504503
Argentina,2020,2.264699,1.344358,9.410639,23.669312
Argentina,2021,2.1038966,2.1955633,12.937551,19.597536
Australia,1965,0.296,0.0,0.0,7.689756
Australia,1966,0.284,0.0,0.0,7.3450427
Australia,1967,0.29,0.0,0.0,7.6057873
Australia,1968,0.282,0.0,0.0,7.9505005
Australia,1969,0.281,0.0,0.0,8.684121
Australia,1970,0.261,0.0,0.0,10.170687
Australia,1971,0.263,0.0,0.0,11.507442
Australia,1972,0.28,0.0,0.0,11.553314
Australia,1973,0.338,0.0,0.0,12.285839
Australia,1974,0.429,0.0,0.0,13.87392
Australia,1975,0.489,0.0,0.0,14.887801
Australia,1976,0.484,0.0,0.0,14.153859
Australia,1977,0.429,0.0,0.0,13.54395
Australia,1978,0.405,0.0,0.0,14.675349
Australia,1979,0.418,0.0,0.0,14.246056
Australia,1980,0.385,0.0,0.0,13.466598
Australia,1981,0.404,0.0,0.0,13.8663435
Australia,1982,0.516,0.0,0.0,12.770334
Australia,1983,0.431,0.0,0.0,12.123648
Australia,1984,0.441,0.0,0.0,13.125949
Australia,1985,0.456,0.0,0.0,13.940511
Australia,1986,0.46,0.0,0.0,14.025799
Australia,1987,0.47,0.0,0.0,13.613796
Australia,1988,0.731,0.0,0.0,14.334444
Australia,1989,0.81,0.0,0.0,14.253669
Australia,1990,0.7595,0.0,0.0,14.7595
Australia,1991,0.7195,0.00545,0.0,15.6535
Australia,1992,0.67,0.0121,0.0,15.9415
Australia,1993,0.67,0.0146,0.002,16.387
Australia,1994,0.6965,0.0174,0.0055,16.15
Australia,1995,0.8255,0.02115,0.007,15.631
Australia,1996,0.9465,0.0256,0.007,15.9685
Australia,1997,0.997,0.03065,0.0075,15.9525
Australia,1998,1.081,0.0356,0.018,15.798
Australia,1999,1.1335,0.0406,0.043,16.2815
Australia,2000,0.8895,0.04675,0.134,16.4665
Australia,2001,0.7975,0.05415,0.287,16.1235
Australia,2002,1.2668,0.0583,0.53355,16.095
Australia,2003,1.6918,0.0632,0.70405,16.21055
Australia,2004,2.81525,0.07295,0.795,15.68665
Australia,2005,3.871,0.08405,1.29905,15.4657
Australia,2006,3.9325,0.0975,2.1621,14.9451
Australia,2007,4.275,0.11375,2.8521,13.04895
Australia,2008,3.6961,0.1392,3.45845,11.81515
Australia,2009,2.7868,0.29024202,4.43775,12.64205
Australia,2010,2.44155,0.97764826,4.985,13.746
Australia,2011,2.57395,2.0445466,6.432,19.572
Australia,2012,3.09785,2.412,7.725,17.036
Australia,2013,3.33165,3.8474,9.259,19.089
Australia,2014,3.546362,4.952,9.777,14.484
Australia,2015,3.678062,6.195524,11.833002,14.086569
Australia,2016,3.627513,7.4397755,13.039705,17.629421
Australia,2017,3.561684,8.917557,13.210791,13.499718
Australia,2018,3.588149,12.332544,16.261955,17.31133
Australia,2019,3.4677262,18.296988,19.471687,14.020776
Australia,2020,3.4104242,23.84266,22.606892,14.420926
Australia,2021,3.344045,31.193806,26.795876,15.996179
Austria,1965,0.0,0.0,0.0,16.083
Austria,1966,0.0,0.0,0.0,17.331
Austria,1967,0.0,0.0,0.0,17.698
Austria,1968,0.0,0.0,0.0,18.185
Austria,1969,0.0,0.0,0.0,16.718
Austria,1970,0.0,0.0,0.0,21.2897
Austria,1971,0.0,0.0,0.0,16.8201
Austria,1972,0.0,0.0,0.0,17.2876
Austria,1973,0.0,0.0,0.0,19.2092
Austria,1974,0.0,0.0,0.0,22.7122
Austria,1975,0.0,0.0,0.0,23.7952
Austria,1976,0.0,0.0,0.0,20.5656
Austria,1977,0.0,0.0,0.0,24.9208
Austria,1978,0.0,0.0,0.0,24.9408
Austria,1979,0.0,0.0,0.0,28.0968
Austria,1980,0.0,0.0,0.0,29.1099
Austria,1981,0.0,0.0,0.0,30.8473
Austria,1982,0.0,0.0,0.0,30.8963
Austria,1983,0.0,0.0,0.0,30.6063
Austria,1984,0.0,0.0,0.0,26.849564
Austria,1985,0.943327,0.0,0.0,30.775146
Austria,1986,1.287501,0.0,0.0,30.903927
Austria,1987,0.905816,0.0,0.0,35.387993
Austria,1988,1.04696,0.0,0.0,35.30409
Austria,1989,1.10445,0.0,0.0,35.08243
Austria,1990,1.142485,0.0,0.0,31.509
Austria,1991,1.225832,0.0,0.0,31.4434
Austria,1992,1.329164,0.0,0.0,34.8484
Austria,1993,1.361111,0.001,0.0,36.705555
Austria,1994,1.210555,0.001,0.0,35.7075
Austria,1995,1.857221,0.001,0.001,37.067223
Austria,1996,1.589444,0.001,0.005,34.21611
Austria,1997,1.711389,0.002,0.02,36.105278
Austria,1998,1.842777,0.002,0.045,37.163334
Austria,1999,1.5969118,0.002,0.051,40.69912
Austria,2000,1.5282793,0.003,0.067,41.83565
Austria,2001,1.667812,0.005,0.172,40.455482
Austria,2002,1.520444,0.009,0.203,40.227
Austria,2003,1.711921,0.015,0.366,33.214993
Austria,2004,2.05973,0.018,0.924,36.762283
Austria,2005,2.4401429,0.021018375,1.3312768,37.09514
Austria,2006,3.2547655,0.022386875,1.752793,35.656086
Austria,2007,4.0791254,0.024238374,2.037185,37.05445
Austria,2008,4.177986,0.03011991,2.0112574,38.32949
Austria,2009,4.2947526,0.04891428,1.9540402,40.896305
Austria,2010,4.500126,0.08881314,2.0639138,38.36342
Austria,2011,4.572212,0.17406996,1.9362364,34.23717
Austria,2012,4.691266,0.33748305,2.462029,43.8477
Austria,2013,4.7102733,0.625974,3.1532316,42.01672
Austria,2014,4.5615125,0.785246,3.845768,41.007236
Austria,2015,4.66263,0.937098,4.840343,37.156864
Austria,2016,4.7955213,1.096016,5.2348385,39.971336
Austria,2017,4.933439,1.268971,6.5715113,38.29375
Austria,2018,4.9433427,1.455132,6.0304294,37.63791
Austria,2019,4.6682663,1.702093,7.4500766,40.82597
Austria,2020,4.6011376,2.042934,6.7915306,41.99803
Austria,2021,4.3925185,2.1249056,6.751889,42.851505
Azerbaijan,1990,0.0,0.0,0.0,1.658
Azerbaijan,1991,0.0,0.0,0.0,1.7593
Azerbaijan,1992,0.0,0.0,0.0,1.7473
Azerbaijan,1993,0.0,0.0,0.0,2.426
Azerbaijan,1994,0.0,0.0,0.0,1.83
Azerbaijan,1995,0.0,0.0,0.0,1.556
Azerbaijan,1996,0.0,0.0,0.0,1.537
Azerbaijan,1997,0.0,0.0,0.0,1.712
Azerbaijan,1998,0.0,0.0,0.0,1.951
Azerbaijan,1999,0.0,0.0,0.0,1.506
Azerbaijan,2000,0.0,0.0,0.0,1.534
Azerbaijan,2001,0.0,0.0,0.0,1.301
Azerbaijan,2002,0.0,0.0,0.0,2.02
Azerbaijan,2003,0.0,0.0,0.0,2.47
Azerbaijan,2004,0.0,0.0,0.0,2.755
Azerbaijan,2005,0.0,0.0,0.0,3.0094
Azerbaijan,2006,0.0,0.0,0.0,2.518
Azerbaijan,2007,0.0,0.0,0.0,2.364
Azerbaijan,2008,0.0,0.0,0.0,2.232
Azerbaijan,2009,0.0,0.0,0.0021,2.3084
Azerbaijan,2010,0.0,0.0,0.0005,3.4463
Azerbaijan,2011,0.0,0.0,0.0,2.6758
Azerbaijan,2012,0.0,0.0,0.0,1.821
Azerbaijan,2013,0.067,0.0008,0.0008,1.4891
Azerbaijan,2014,0.087,0.0029,0.0023,1.2997
Azerbaijan,2015,0.0909,0.0046,0.0046,1.6375
Azerbaijan,2016,0.08725,0.0353,0.0228,1.9593
Azerbaijan,2017,0.08515,0.0372,0.0221,1.7464
Azerbaijan,2018,0.0811,0.03926,0.0827,1.768
Azerbaijan,2019,0.09795,0.0442,0.1054,1.5648
Azerbaijan,2020,0.1003,0.047,0.0961,1.0695
Azerbaijan,2021,0.0966,0.0552,0.0914,1.2773
Azerbaijan,1985,,,,1.3125618
Azerbaijan,1986,,,,0.8043308
Azerbaijan,1987,,,,0.8043308
Azerbaijan,1988,,,,0.6982652
Azerbaijan,1989,,,,0.6982652
Bangladesh,1971,0.0,0.0,0.0,0.175
Bangladesh,1972,0.0,0.0,0.0,0.175
Bangladesh,1973,0.0,0.0,0.0,0.331
Bangladesh,1974,0.0,0.0,0.0,0.243
Bangladesh,1975,0.0,0.0,0.0,0.436
Bangladesh,1976,0.0,0.0,0.0,0.494
Bangladesh,1977,0.0,0.0,0.0,0.437
Bangladesh,1978,0.0,0.0,0.0,0.506
Bangladesh,1979,0.0,0.0,0.0,0.587
Bangladesh,1980,0.0,0.0,0.0,0.583
Bangladesh,1981,0.0,0.0,0.0,0.625
Bangladesh,1982,0.0,0.0,0.0,0.523
Bangladesh,1983,0.0,0.0,0.0,0.662
Bangladesh,1984,0.0,0.0,0.0,0.897
Bangladesh,1985,0.0,0.0,0.0,0.739
Bangladesh,1986,0.0,0.0,0.0,0.45
Bangladesh,1987,0.0,0.0,0.0,0.517
Bangladesh,1988,0.0,0.0,0.0,0.675
Bangladesh,1989,0.0,0.0,0.0,0.92
Bangladesh,1990,0.0,0.0,0.0,0.884
Bangladesh,1991,0.0,0.0,0.0,0.838
Bangladesh,1992,0.0,0.0,0.0,0.796
Bangladesh,1993,0.0,0.0,0.0,0.608
Bangladesh,1994,0.0,0.0,0.0,0.847
Bangladesh,1995,0.0,0.0,0.0,0.372
Bangladesh,1996,0.0,0.0,0.0,0.739
Bangladesh,1997,0.0,0.0,0.0,0.719
Bangladesh,1998,0.0,0.0,0.0,0.865
Bangladesh,1999,0.0,0.0,0.0,0.833
Bangladesh,2000,0.0,0.0,0.0,0.749
Bangladesh,2001,0.0,0.0,0.0,0.993
Bangladesh,2002,0.0,0.0001,0.0,0.749
Bangladesh,2003,0.0,0.0009,0.0,0.749
Bangladesh,2004,0.0,0.0019,0.0,0.749
Bangladesh,2005,0.0,0.0034,0.0,0.749
Bangladesh,2006,0.0,0.0054,0.0016,0.749
Bangladesh,2007,0.0,0.009,0.0016,0.749
Bangladesh,2008,0.0,0.0152,0.0029,0.95
Bangladesh,2009,0.001,0.0251,0.0051,0.417
Bangladesh,2010,0.002,0.0443,0.0051,0.729
Bangladesh,2011,0.003,0.0584,0.0051,0.872
Bangladesh,2012,0.004,0.0909,0.0051,0.777
Bangladesh,2013,0.004993,0.129563,0.005081,0.7283787
Bangladesh,2014,0.006015,0.166947,0.005081,0.56645346
Bangladesh,2015,0.002682,0.198389,0.005081,0.89814645
Bangladesh,2016,0.002852,0.219999,0.005081,0.8846326
Bangladesh,2017,0.002852,0.253361,0.005081,1.0295281
Bangladesh,2018,0.002852,0.275068,0.005081,0.8654111
Bangladesh,2019,0.002852,0.327543,0.005081,0.8230912
Bangladesh,2020,0.003029704,0.39008853,0.005094921,0.7006707
Bangladesh,2021,0.003021426,0.4506887,0.005081,0.6818673
Belarus,1990,0.0,0.0,0.0,0.02
Belarus,1991,0.0,0.0,0.0,0.018
Belarus,1992,0.0,0.0,0.0,0.017
Belarus,1993,0.0,0.0,0.0,0.019
Belarus,1994,0.0,0.0,0.0,0.019
Belarus,1995,0.0,0.0,0.0,0.02
Belarus,1996,0.0,0.0,0.0,0.016
Belarus,1997,0.0,0.0,0.0,0.021
Belarus,1998,0.0,0.0,0.0,0.028
Belarus,1999,0.0,0.0,0.0,0.019
Belarus,2000,0.0,0.0,0.0,0.027
Belarus,2001,0.0,0.0,0.0,0.03
Belarus,2002,0.0,0.0,0.0,0.029
Belarus,2003,0.0,0.0,0.0,0.028
Belarus,2004,0.0,0.0,0.001010101,0.033
Belarus,2005,0.0,0.0,0.001,0.036
Belarus,2006,0.002,0.0,0.001,0.035
Belarus,2007,0.014,0.0,0.001,0.035
Belarus,2008,0.033,0.0,0.001,0.039
Belarus,2009,0.06,0.0,0.001,0.045
Belarus,2010,0.084,0.0,0.001,0.045
Belarus,2011,0.095,0.0,0.004,0.042
Belarus,2012,0.095,0.0,0.006,0.072
Belarus,2013,0.082,0.0004,0.008,0.138
Belarus,2014,0.079,0.002,0.009,0.121
Belarus,2015,0.094,0.009,0.039,0.111
Belarus,2016,0.094,0.026,0.073,0.142
Belarus,2017,0.106,0.089,0.097,0.406
Belarus,2018,0.109,0.118,0.099,0.324
Belarus,2019,0.11,0.179,0.166,0.351
Belarus,2020,0.268,0.17,0.185,0.4
Belarus,2021,0.26726776,0.2850316,0.18449454,0.343
Belarus,1985,,,,0.02
Belarus,1986,,,,0.02
Belarus,1987,,,,0.02
Belarus,1988,,,,0.02
Belarus,1989,,,,0.02
Belgium,1965,0.0,0.0,0.0,0.272
Belgium,1966,0.0,0.0,0.0,0.299
Belgium,1967,0.0,0.0,0.0,0.238
Belgium,1968,0.0,0.0,0.0,0.244
Belgium,1969,0.0,0.0,0.0,0.23
Belgium,1970,0.0,0.0,0.0,0.246
Belgium,1971,0.0,0.0,0.0,0.134
Belgium,1972,0.0,0.0,0.0,0.18
Belgium,1973,0.116,0.0,0.0,0.171
Belgium,1974,0.108,0.0,0.0,0.24
Belgium,1975,0.083,0.0,0.0,0.183
Belgium,1976,0.057,0.0,0.0,0.109
Belgium,1977,0.247,0.0,0.0,0.224
Belgium,1978,0.26,0.0,0.0,0.223
Belgium,1979,0.315,0.0,0.0,0.234
Belgium,1980,0.3,0.0,0.0,0.278
Belgium,1981,0.291,0.0,0.0,0.381
Belgium,1982,0.046,0.0,0.0,0.333
Belgium,1983,0.022,0.0,0.0,0.336
Belgium,1984,0.024,0.0,0.0,0.351
Belgium,1985,0.053,0.0,0.0,0.287
Belgium,1986,0.119,0.0,0.0,0.343
Belgium,1987,0.142,0.0,0.006,0.429
Belgium,1988,0.18,0.0,0.008,0.359
Belgium,1989,0.191,0.0,0.007,0.305
Belgium,1990,0.282,0.0,0.007,0.266
Belgium,1991,0.299,0.0,0.008,0.229
Belgium,1992,0.267,0.0,0.009,0.341
Belgium,1993,0.245,0.0,0.008,0.254
Belgium,1994,0.245,0.0,0.009,0.346
Belgium,1995,0.321,0.0,0.009,0.338
Belgium,1996,0.314,0.0,0.008,0.239
Belgium,1997,0.275,0.0,0.008,0.305
Belgium,1998,0.359,0.0,0.011,0.389
Belgium,1999,0.496,0.0,0.013,0.341
Belgium,2000,0.568,0.0,0.016,0.46
Belgium,2001,0.597,0.0,0.037,0.441
Belgium,2002,0.721,0.0,0.057,0.36
Belgium,2003,0.857,0.0,0.088,0.247
Belgium,2004,1.037,0.001,0.142,0.317
Belgium,2005,1.59,0.001,0.227,0.288
Belgium,2006,2.225,0.002,0.366,0.359
Belgium,2007,2.6,0.006,0.491,0.389
Belgium,2008,3.329,0.042,0.637,0.41
Belgium,2009,3.949,0.166,0.996,0.328
Belgium,2010,4.330428,0.56,1.292,0.312
Belgium,2011,4.699934,1.169,2.312,0.196
Belgium,2012,5.202093,2.148,2.751,0.357
Belgium,2013,5.0424,2.644,3.665,0.38
Belgium,2014,4.4253,2.8862,4.6153,0.2952
Belgium,2015,5.5117,3.0563,5.574,0.3184
Belgium,2016,5.3754,3.0953,5.4173,0.37
Belgium,2017,5.7114,3.3078,6.5183,0.2701
Belgium,2018,5.4186,3.9032,7.5714,0.2923
Belgium,2019,5.1735,4.2516,9.7502,0.302
Belgium,2020,5.2749,5.1054,12.7636,0.2669
Belgium,2021,4.916279,5.608193,11.8788595,0.37435636
Brazil,1965,0.0,0.0,0.0,25.515
Brazil,1966,0.0,0.0,0.0,27.906
Brazil,1967,0.0,0.0,0.0,29.189
Brazil,1968,0.0,0.0,0.0,30.55
Brazil,1969,0.0,0.0,0.0,32.692
Brazil,1970,0.5146915,0.0,0.0,39.801
Brazil,1971,0.63339525,0.0,0.0,43.199
Brazil,1972,0.7165702,0.0,0.0,50.681
Brazil,1973,0.7508004,0.0,0.0,57.89
Brazil,1974,0.7851518,0.0,0.0,65.679
Brazil,1975,0.86717755,0.0,0.0,72.287
Brazil,1976,0.86433774,0.0,0.0,82.913
Brazil,1977,1.1168455,0.0,0.0,93.48
Brazil,1978,1.3319441,0.0,0.0,102.746
Brazil,1979,1.7760195,0.0,0.0,116.58
Brazil,1980,1.8055083,0.0,0.0,128.907
Brazil,1981,1.8736229,0.0,0.0,130.765
Brazil,1982,2.1784744,0.0,0.0,141.132
Brazil,1983,2.9844549,0.0,0.0,151.475
Brazil,1984,2.8516788,0.0,0.0,166.593
Brazil,1985,3.0671256,0.0,0.0,178.375
Brazil,1986,3.1939325,0.0,0.0,182.419
Brazil,1987,3.5656974,0.0,0.0,185.6
Brazil,1988,3.339784,0.0,0.0,199.093
Brazil,1989,3.4031622,0.0,0.0,204.69
Brazil,1990,3.8590624,0.0,0.0,206.708
Brazil,1991,3.9996126,0.0,0.0,217.782
Brazil,1992,4.929361,0.0,0.0,223.343
Brazil,1993,4.9839373,0.0,0.0,235.065
Brazil,1994,5.3882236,0.0,0.0,242.705
Brazil,1995,5.5937405,0.0,0.0,253.905
Brazil,1996,6.75271,0.0,0.002,265.769
Brazil,1997,7.378951,0.0,0.004,278.972
Brazil,1998,7.505233,0.0,0.005,291.469
Brazil,1999,8.376002,0.0,0.002,293.0
Brazil,2000,7.855363,0.0,0.001,304.403
Brazil,2001,8.990407,0.0,0.0349,267.876
Brazil,2002,10.226147,0.0,0.061,286.092
Brazil,2003,11.894463,0.0,0.061,305.616
Brazil,2004,12.475056,0.0,0.061,320.7969
Brazil,2005,13.5909395,0.0,0.0929,337.45667
Brazil,2006,14.845659,0.0,0.237,348.80545
Brazil,2007,18.063444,0.0,0.66278183,374.01514
Brazil,2008,19.786257,0.0,1.183,369.5564
Brazil,2009,22.875872,0.0,1.238,390.98807
Brazil,2010,31.942375,0.0,2.176558,403.28983
Brazil,2011,32.62904,0.0,2.704769,428.33292
Brazil,2012,35.76567,0.00098,5.05,415.34216
Brazil,2013,40.971848,0.004793593,6.575863,390.992
Brazil,2014,47.07918,0.016081803,12.210252,373.43906
Brazil,2015,49.88032,0.05891741,21.625702,359.7428
Brazil,2016,51.334698,0.08526059,33.488873,380.91095
Brazil,2017,52.912106,0.8318134,42.373257,370.90646
Brazil,2018,54.382233,3.4614348,48.47514,388.97107
Brazil,2019,54.920876,6.654579,55.985622,397.87704
Brazil,2020,58.741848,10.748342,57.050705,396.3812
Brazil,2021,54.959217,16.752281,72.28597,362.81845
Bulgaria,1965,0.0,0.0,0.0,2.0
Bulgaria,1966,0.0,0.0,0.0,2.01
Bulgaria,1967,0.0,0.0,0.0,2.022
Bulgaria,1968,0.0,0.0,0.0,1.305
Bulgaria,1969,0.0,0.0,0.0,1.839
Bulgaria,1970,0.0,0.0,0.0,2.152
Bulgaria,1971,0.0,0.0,0.0,2.17
Bulgaria,1972,0.0,0.0,0.0,2.095
Bulgaria,1973,0.0,0.0,0.0,2.57
Bulgaria,1974,0.0,0.0,0.0,2.08
Bulgaria,1975,0.0,0.0,0.0,2.453
Bulgaria,1976,0.0,0.0,0.0,2.954
Bulgaria,1977,0.0,0.0,0.0,3.529
Bulgaria,1978,0.0,0.0,0.0,2.909
Bulgaria,1979,0.0,0.0,0.0,3.311
Bulgaria,1980,0.0,0.0,0.0,3.713
Bulgaria,1981,0.0,0.0,0.0,3.618
Bulgaria,1982,0.0,0.0,0.0,3.05
Bulgaria,1983,0.0,0.0,0.0,3.353
Bulgaria,1984,0.0,0.0,0.0,3.26
Bulgaria,1985,0.0,0.0,0.0,2.237
Bulgaria,1986,0.0,0.0,0.0,2.326
Bulgaria,1987,0.0,0.0,0.0,2.537
Bulgaria,1988,0.0,0.0,0.0,2.596
Bulgaria,1989,0.0,0.0,0.0,2.691
Bulgaria,1990,0.0,0.0,0.0,1.878
Bulgaria,1991,0.0,0.0,0.0,2.441
Bulgaria,1992,0.0,0.0,0.0,2.063
Bulgaria,1993,0.0,0.0,0.0,1.942
Bulgaria,1994,0.0,0.0,0.0,1.468
Bulgaria,1995,0.0,0.0,0.0,2.314
Bulgaria,1996,0.0,0.0,0.0,2.919
Bulgaria,1997,0.0,0.0,0.0,2.754
Bulgaria,1998,0.0,0.0,0.0,3.097
Bulgaria,1999,0.0,0.0,0.0,2.753
Bulgaria,2000,0.0,0.0,0.0,2.673
Bulgaria,2001,0.0,0.0,0.0,1.737
Bulgaria,2002,0.0,0.0,0.0,2.194
Bulgaria,2003,0.0,0.0,0.0,3.029
Bulgaria,2004,0.0,0.0,0.001,3.168
Bulgaria,2005,0.0,0.0,0.005,4.337
Bulgaria,2006,0.0,0.0,0.02,4.238
Bulgaria,2007,0.0,0.0,0.047,2.874
Bulgaria,2008,0.016,0.0,0.122,2.824
Bulgaria,2009,0.008,0.003,0.237,3.47
Bulgaria,2010,0.035,0.015,0.681,5.057
Bulgaria,2011,0.056,0.101,0.861,2.917
Bulgaria,2012,0.066,0.814,1.221,3.226
Bulgaria,2013,0.111713,1.361,1.374,4.08
Bulgaria,2014,0.200792,1.252,1.331,4.605
Bulgaria,2015,0.270185,1.383,1.452,5.661
Bulgaria,2016,0.353614,1.386,1.425,3.942
Bulgaria,2017,0.395981,1.402965,1.504064,2.828103
Bulgaria,2018,1.572966,1.342775,1.318123,5.146578
Bulgaria,2019,1.820811,1.4425,1.317,2.9658
Bulgaria,2020,1.699341,1.480856,1.477131,2.8692093
Bulgaria,2021,1.694698,1.4895724,1.4332225,4.5625234
Canada,1965,0.0,0.0,0.0,118.088
Canada,1966,0.0,0.0,0.0,131.0
Canada,1967,0.0,0.0,0.0,133.924
Canada,1968,0.0,0.0,0.0,136.2
Canada,1969,0.0,0.0,0.0,150.638
Canada,1970,0.0,0.0,0.0,158.137
Canada,1971,0.0,0.0,0.0,162.461
Canada,1972,0.0,0.0,0.0,181.639
Canada,1973,0.0,0.0,0.0,194.654
Canada,1974,0.0,0.0,0.0,210.667
Canada,1975,0.0,0.0,0.0,202.47
Canada,1976,0.707,0.0,0.0,212.689
Canada,1977,1.069,0.0,0.0,220.147
Canada,1978,1.132,0.0,0.0,235.254
